,Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text
82,82,OGBODO77,The joy of the Lord is my strenght,Lagos,567,214,1755,554,"“Atiku Abubakar assembled people in Uyo and the people were Obicentric. The people were Obidient &amp; YusFul to us and since then Atiku has not recovered, he had to slump and be taken away to abroad to recover from the shock” — Kenneth Okonkwo wiping Atiku with 2by2 wood 🙆🏾‍♂️🙆🏾‍♂️ https://t.co/BZzR7C6iwU"
83,83,theotherdanni,"a boy have no bio, boy of steel , narcissist ,animals right activist ,Ecclesiastics 3 and MAN UTD fan https://t.co/ftpeRbZCIN",United States,1212,2279,108427,1185,"In July 2018, Joe Blankson swam 13 times and rescued 13 people out of 25 people involved in a boat accident in Rivers State.

On his 14th attempt, he got exhausted and drowned.

Retweet this hero

| NYSC chioma Nigerians Ezra Tunde Dubai seyi Tinubu mayor church Anambra atiku | https://t.co/jPg3sO61RT"
84,84,MichaelObasman,,"Federal Capital Territory, Nig",141,57,2295,2692,"Tinubu: Emi Lokan 

Atiku: The North Needs a Northerner &amp; not a Yoruba or Igbo Candidate 

Peter Obi to the South East: 👇

https://t.co/thIG8TMlAd"
85,85,daclemx,"The ""Neck Presser"" Is Back!!!! Youths, Vote Wisely 2023. Vote Peter Obi for President. If you make wrong choice, Dollar will be #2K/$1. Abi suffer neva tire U?",Earth,856,554,9121,0,"And these are the People that have killed so many of our Northern people. APC, May Allah destroy U

#Vote HE Peter Obi Obaseki Horny of Ife Olosho Abati Rufai Bola Tinubu Seyi Tinubu Atiku Northerners Arewa President Buhari Flood INEC PVCs Oba of Benin Seun MarryHer Jesus Christ https://t.co/oFnpKGMUel"
86,86,UgoAgro_,"I Farm Pigs, Raise Corn, Veggies and have a thing for Photography. Agric Deals, Farm Management, Animal Sales & Bulk Purchases.","Calabar, Nigeria",985,1011,7832,0,"BAT is Old for this Job he's vying for. 
Atiku isn't the best public office holder. 
Obi has both Age, The Know How, Empathy and Ruthlessness to Carry out the Job. 

Give Credibility a Chance. 
Vote Obi-Datti 2023."
87,87,zitex22,Ability to decode,,88,16,481,0,@BwalaDaniel U are just maadt….is Atiku not marketable again ? Or are u guys trying to sink the whole ship so as to cover your shame ? @BwalaDaniel  we both know that Atiku is going no where….:no amount of insults can return SE &amp; SS voters to Atiku
88,88,BannerAsibong,Mathematically the world 🌎🌍,"Uyo, Nigeria",370,101,264,2,"@jrnaib2 Answer; Atiku copied Yar'adua n Jonathan's plans, whl Tinubu copied ABIOLA'S plan, thereafter whn PETER OBI made a categorical statement that he wl mov NIGERIA frm a  consumption to a production Economy, everybody in both APC n PDP started shouting that they wl embrace production"
89,89,OGBODO77,The joy of the Lord is my strenght,Lagos,567,214,1755,688,"“Atiku is not only unfit now, he’s now a threat to our democracy” — @realkenokonkwo Kenneth Okonkwo gives Atiku the Randy Orton smackdown finishing 🙆🏾‍♂️ https://t.co/kJiSsjTFl9"
90,90,ebubeken,"Administrator, Business Development Expert, Entrepreneur,  Engineer, Lover of Children, Educationist, Leadership/Mentorship Resource Person and Public Speaker,",,1249,1516,1676,1230,"From his interview on @ARISEtv today, it is clear, is it not, tha @PeterObi is ready to lead Nigeria out of the disgraceful quagmire that Buhari, promoted by both @atiku &amp; @officialABAT has dragged Nigeria into in the last 7 years. Only a lack of shame is driving their ambition."
91,91,wizkidvoice,Everything @wizkidayo. @Manutd,🌟 STARBOY 🌹,439,841,55123,77,"As we watch Peter Obi on Arise TV, we can understand every word he’s saying right now abi but if it’s Atiku or Tinubu, we will need Atikulated Agbado boys to explain what their principal wanted to say or what he meant.

God forbid we have a president that can’t express himself!!!"
92,92,emmagodstime,"Blessed Beyond Believe(BBB) ●Don't understand something about me, ask but not assume●Be contented with what u have●Help the needy when u can●Always Praise God!",United State of Wakanda😎💂,518,233,34602,122,"No Nigerian Should Take Tinubu Serious; His Health, Early School Are Shrouded In Secrecy – PDP Presidential Candidate, Atiku | Sahara Reporters https://t.co/n7iR0tbB0z https://t.co/uWB8lhzSyw"
93,93,dija_bage,islam is peace💫,My husband house,208,86,1832,17,These are the main reason my vote is going to Alhaji Atiku Abubakar in 2023. https://t.co/1aghLhvOH7
94,94,Mohamme22651747,Optimistic always,,1352,1426,4001,31,"Peter Obi is going to step down for Atiku some weeks close to election. That's the game plan. I said this sometimes ago but some people abused me here. The only reason why Obi hasn't step down is the fear of the mob, the man will step down soon. Watchout."
95,95,SamyIce_ace,The Ultimate Kingsman and Ardent Liverpool Lover!Aviator #YNWA 🧑🏿‍✈️🛩,,2594,2708,100794,554,"“Atiku Abubakar assembled people in Uyo and the people were Obicentric. The people were Obidient &amp; YusFul to us and since then Atiku has not recovered, he had to slump and be taken away to abroad to recover from the shock” — Kenneth Okonkwo wiping Atiku with 2by2 wood 🙆🏾‍♂️🙆🏾‍♂️ https://t.co/BZzR7C6iwU"
96,96,JumboClinton_,product designer | artist,the void of metamorphosis,717,240,11439,1185,"In July 2018, Joe Blankson swam 13 times and rescued 13 people out of 25 people involved in a boat accident in Rivers State.

On his 14th attempt, he got exhausted and drowned.

Retweet this hero

| NYSC chioma Nigerians Ezra Tunde Dubai seyi Tinubu mayor church Anambra atiku | https://t.co/jPg3sO61RT"
97,97,EMMANDU7,Emmanuel Dike; A Chartered Accountant:  Travel Consultant.,,601,147,809,0,"The retirement age for civil servants, judges &amp;:professors is 55 to 70. How come H.E Atiku Abubukar and Asiwaju Tinubu had refused to go and rest? How come some young people want these two men to pick appointment with Nigeria. Whose destiny do want to ruin? Don't be mumu follower"
98,98,AkinOmotolani,An economist👜||A God lover❤️|| A business oriented lady👠👜||An open minded lady who doesn't conform to the dictates of the society😊😊|| fan of @Arsenal #COYG,"Lagos, Nigeria",2100,2224,17065,198,"Dear Obidients,

Peter Obi is the only ex- Governor who forfeited his pension package for the common good of the Anambra people.

Tinubu and Atiku have collected billions of naira as pension since leaving office. 

This is a big selling point. Preach this gospel

Arise TV Rufai"
99,99,Jonatha39204102,,,19,9,148,0,"@vanguardngrnews So, it's a blessing for Nigerians to be running out of their country. The basic thing Atiku will do to Nigerians is to reverse visa ban or what? You are a big disappointment."
100,100,bechiny,"A not perfect God and all humans lover, who appreciates the diversity and funny side of creation... Together we will make the world great again.",,3041,1153,36994,1,"GBAM! We don't need proof of life APC. Come and speak to the media. Tell us what you'll do. Leave maniefsto

HE Peter Obi Obaseki Horny of Ife Olosho Abati Rufai Bola Tinubu Seyi Tinubu Atiku Northerners Arewa President Buhari Flood INEC PVCs Edo State Oba of Benin Christ Jesus https://t.co/vnfhSOU3gL"
101,101,daclemx,"The ""Neck Presser"" Is Back!!!! Youths, Vote Wisely 2023. Vote Peter Obi for President. If you make wrong choice, Dollar will be #2K/$1. Abi suffer neva tire U?",Earth,856,554,9121,0,"Atiku and Tinubu...go to arise TV and answer questions.  Why running away from live interviews?

#Vote HE Peter Obi Obaseki Horny of Ife Olosho Abati Rufai Bola Tinubu Seyi Tinubu Atiku Northerners Arewa Muslim Muslim President Buhari Flood INEC PVCs Edo State Oba of Benin https://t.co/LUgBEZEwBd"
102,102,omofunbi,Never be sad if people prefer someone over you.. It's always difficult to convince a monkey that strawberry is sweeter than banana...Follow @omofunbi on IG..,Nigeria,452,1248,4718,1185,"In July 2018, Joe Blankson swam 13 times and rescued 13 people out of 25 people involved in a boat accident in Rivers State.

On his 14th attempt, he got exhausted and drowned.

Retweet this hero

| NYSC chioma Nigerians Ezra Tunde Dubai seyi Tinubu mayor church Anambra atiku | https://t.co/jPg3sO61RT"
103,103,peterObiBot001,"All we want is a country on the path of growth and development, where the Judiciary are independent and her political leaders are accountable to the citizens.","Lagos, Nigeria",23,1216,47172,3,"Boko Haram and Bandits keep killing our brothers in The North....But you want to vote for a terrorist sympathizer.

#Vote HE Peter Obi Obaseki Horny of Ife Olosho Abati Rufai Bola Tinubu Seyi Tinubu Atiku Northerners Arewa President Buhari Flood INEC PVCs Edo State Oba of Benin https://t.co/HufIAspcNh"
104,104,bechiny,"A not perfect God and all humans lover, who appreciates the diversity and funny side of creation... Together we will make the world great again.",,3041,1153,36994,3,"Boko Haram and Bandits keep killing our brothers in The North....But you want to vote for a terrorist sympathizer.

#Vote HE Peter Obi Obaseki Horny of Ife Olosho Abati Rufai Bola Tinubu Seyi Tinubu Atiku Northerners Arewa President Buhari Flood INEC PVCs Edo State Oba of Benin https://t.co/HufIAspcNh"
105,105,president_cfrn,,,102,21,642,0,@MobilePunch Atiku no be obey party constitution na that one wan respect your rule of law. Na jokes on you if you support this prick or the other dead guy lol #Obidatti023
106,106,jamo_bello,"MUSLIM || MUFC🔴 || DEALER IN TOP NOTCH TEXTILES, WRIST WATCHES, CAP, SHOES, CUFF LINKS, PERFUMES, etc|| WE DELIVER NATIONWIDE",,631,1030,1951,15,Another video from Mustapha Wazirin Guragu. Keep calm. Atiku is Coming. @atiku is the next president of Nigeria not Bola. If you want to enjoy again. Please watch this video. @HHMustaphaAA @Mo_Atiku @AliyuAtiku @ShehuAA @fatymuhd https://t.co/AS6Ozm7gK4
107,107,BetterNigerian,Child of GOD,Northpole,460,403,22684,717,No presidential candidate has spoken to Nigerians through the TV media like Peter Obi. Agbado is yet to be grilled by any TV panel. Atiku has been shying away from live TV scrutiny. Peter Obi is the only candidate that’s mentally and physically prepared to be president of
108,108,LifeOfChika,Simply here for the good stuff..||•Man Utd•||•TIME Magazine's Person of The Year(2006)•||•Ex-Boy⚓•||•Content Distributor🔁•||•President of Sociopaths🥴•||,Pandora's Box,3903,4360,109294,755,"Wike Reveals Why Atiku Is Not On Rivers Campaign Poster

The Governor of Rivers State, Nyesom Wike, has revealed why he removed the picture of the presidential candidate of the Peoples Democratic Party, Abubakar Atiku, from the Rivers State campaign poster. https://t.co/sI3YGcdeWj"
109,109,oku_Umoh_Arc,"3d model, building, landscape, interior- designer. animations /rendering and construction expert,","Akwa Ibom, Nigeria",382,96,715,1943,We welcome the announcement that @atiku will follow in the footsteps of @PeterObi in visiting the victims of flood starting on 25-10-22. We however advise that his handlers should make abundant provisions for his medical team to accompany him to avoid a sudden health meltdown ... https://t.co/WpOk8Y0LT8
110,110,goreehollar1,"CEO of GREY CHEMICALS & FUMIGATION SERVICES 
#30BG for life😈❤️
Dm for Ads||Brand Influencer||🇳🇬 4k??",,906,3245,67177,470,"Na only @PeterObi talk nai people no dey need interpret but when Atiku and Tinubu talk, an ancient Egyptian Sophists from 22 BC nai them dey summon to come interpret for us. Osanobua, lahor wowo o 😩😩🤣"
111,111,daclemx,"The ""Neck Presser"" Is Back!!!! Youths, Vote Wisely 2023. Vote Peter Obi for President. If you make wrong choice, Dollar will be #2K/$1. Abi suffer neva tire U?",Earth,856,554,9121,1,"GBAM! We don't need proof of life APC. Come and speak to the media. Tell us what you'll do. Leave maniefsto

HE Peter Obi Obaseki Horny of Ife Olosho Abati Rufai Bola Tinubu Seyi Tinubu Atiku Northerners Arewa President Buhari Flood INEC PVCs Edo State Oba of Benin Christ Jesus https://t.co/vnfhSOU3gL"
112,112,cali51137408,ETH $ONE VET $Matic $BEPRO,"Washington, DC",209,121,1037,0,@renoomokri What about your candidate Atiku
113,113,Miguelzuby,"Invest in your skin, invest in your smell, invest in your room, invest in your fashion, invest in your food, invest in your health. Invest in yourself.","Lagos, Nigeria",1423,310,8110,3,"Boko Haram and Bandits keep killing our brothers in The North....But you want to vote for a terrorist sympathizer.

#Vote HE Peter Obi Obaseki Horny of Ife Olosho Abati Rufai Bola Tinubu Seyi Tinubu Atiku Northerners Arewa President Buhari Flood INEC PVCs Edo State Oba of Benin https://t.co/HufIAspcNh"
114,114,madpillz,Mentally unstable,ASYLUM,2312,1339,56809,755,"Wike Reveals Why Atiku Is Not On Rivers Campaign Poster

The Governor of Rivers State, Nyesom Wike, has revealed why he removed the picture of the presidential candidate of the Peoples Democratic Party, Abubakar Atiku, from the Rivers State campaign poster. https://t.co/sI3YGcdeWj"
115,115,DirSales3,"Director of Sales & Marketing. Expert in Hospitality, Products & Services Marketing, YNWA",Nigeria,1284,349,27804,755,"Wike Reveals Why Atiku Is Not On Rivers Campaign Poster

The Governor of Rivers State, Nyesom Wike, has revealed why he removed the picture of the presidential candidate of the Peoples Democratic Party, Abubakar Atiku, from the Rivers State campaign poster. https://t.co/sI3YGcdeWj"
116,116,DBG31236522,,,962,338,14059,3,"Reminder before you sleep in Nigeria: Atiku is a laughable white elephant project. Don’t waste your votes.

Vote wisely."
117,117,BetterNigerian,Child of GOD,Northpole,460,403,22684,9,"@I_Am_Ilemona @urchilla01 @BloomsALot @atiku @FS_Yusuf_ @IkukuomaC @MrMekzy_ @OlisaOsega @UgwunnaEjikem @Jack_ng01 @MissPearls @S_mattahorn @PO_GrassRootM @VictorIsrael_ Our people boldly referring to Fulani just like he's video in arewa gathering where he said exact same thing in different tune!

Just the same when he tweeted about Deborah, rushed to delete went to Facebook to apologise in hausa language.

Atiku is a bigot"
118,118,TallestSays,Water | Shoes | Clothes,,1734,1949,79936,755,"Wike Reveals Why Atiku Is Not On Rivers Campaign Poster

The Governor of Rivers State, Nyesom Wike, has revealed why he removed the picture of the presidential candidate of the Peoples Democratic Party, Abubakar Atiku, from the Rivers State campaign poster. https://t.co/sI3YGcdeWj"
119,119,joseph_igama,Product Manager; Project Professional; Registered Chemical Engineer; UK Trained Subsea Engineer; API Certified Inspector; Political Strategist & FIFA Volunteer.,Nigeria,434,157,4044,1230,"From his interview on @ARISEtv today, it is clear, is it not, tha @PeterObi is ready to lead Nigeria out of the disgraceful quagmire that Buhari, promoted by both @atiku &amp; @officialABAT has dragged Nigeria into in the last 7 years. Only a lack of shame is driving their ambition."
