,Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text
88,88,chi_mu_anya,🐍 Python Software Developer | 🎮 Gamer 🔱 Manchester United 🔴⚪️,United Kingdom,1466,1071,14039,1043,"My President Mr. Peter Obi Reading out his Manifesto with the ultimate assurance.
Please kindly retweet.

Arise TV Kenneth Okonkwo Nnamdi Kanu Kano Obidients Jando WAEC Obaseki Rufai APC and PDP https://t.co/UGdKnJNQyp"
89,89,Bolajuade,"|Onikoyi se pele, JEJE laiye gba| |Retired AreyinsaBata|RIJF Mama 18•08•’20|",(L)ONDO(N) state...Nigeria,7977,10279,609843,230,"You think Buhari faced hatred? Wait till Peter Obi inevitably lose in 2023, The hatred BAT will face as President from those people will be out of this world!

But unlike the northerner yorubas will clap back x10"
90,90,AlhajiBashiru6,"Well Engineering expert:
Well Construction || Well Completion || Well Intervention || Well Production Optimization",Mobile.Equity.Justice.Fairness,600,482,3649,6,"OIL THEFT IN NIGERIA EXPLAINED.

Arise TV Peter Obi Rufai https://t.co/rnB0ba6enr"
91,91,nnejiarinze,"Biochemist👨‍🔬. Immaculate, Creative, funny, poet, Ambivert. Matthew 7:12❤️
#MUFC #GGMU #Obidient #ObiDatti2023","Port Harcourt, Nigeria",5000,1342,5171,12,"Rufai on Arise TV “how will you deal with security issues”

Peter Obi “Even with a Gun to my head I will never tell you what I will do but I will become the Commander In Chief of the armed forces and I will deal with these issues decisively” 

That's how intelligent leaders talk! https://t.co/OzvNfyea5J"
92,92,greatattah,...I was once but not anymore,"Lagos, Nigeria",682,665,1637,1274,"Northern Nigeria don't joke with Mr Peter Obi !!! 
Make sure you Retweet 😁😁😁 https://t.co/uWRbWSR4Pf"
93,93,BetterNigerian,Child of GOD,Northpole,460,403,22679,1418,"Peter Obi on Arise TV is melting me up.
We can't afford to miss this man.

God! Let thy will be done."
94,94,BankMinister,A Foundational Nigerian | Pissed at all 'em bad Politicians | Manchester United/Leo Messi Fan | Looking to meet people with ideas to move Nigeria & Africa 4ward,,1383,1270,6652,717,No presidential candidate has spoken to Nigerians through the TV media like Peter Obi. Agbado is yet to be grilled by any TV panel. Atiku has been shying away from live TV scrutiny. Peter Obi is the only candidate that’s mentally and physically prepared to be president of
95,95,successful741,"almost a perfect gentleman.

                                                 @ManUtd ❤ @BurnaBoy ❤backup @successful147",PETEROBI4PRESIDENT2023 ,1058,1180,17531,112,Peter Obi in 2010 was ICT Governor of the Year-by the West Africa ICT Development Award.
96,96,omobakujore,,"Lagos, Nigeria",1715,1784,14107,229,"In 2009, Peter Obi as the Governor of Anambra state went to Kenya to get the Masterplan for the development &amp; Urban renewal of the 3 main cities in Anambra, Onitsha, Nnewi and Awka in partnership with @UNHABITAT. https://t.co/pWVhUseMLT"
97,97,DimOffia,"Trumpeter, political scientist and a great guy.
old account lost
I follow back sometimes",,469,111,444,42,"Sunak is a philosopher, so is Peter Obi.

Sunak is an Oxford Alumni, so is Peter Obi.

Sunak was a banker, so is Peter Obi.

At 42, Sunak is UK's first Asian Hindu PM, so will PO be Nigeria's first executive president of Igbo extraction.

Ikoyi Seyi Tinubu Go and Verify https://t.co/vOv7EDCbxF"
98,98,callmeeddie___,"WIZKID FC ♥️🦅

ALL KINDS OF GRAPHIC DESIGNS AND PRINTING.

WizKid👑♥️🦅|| REMA 🦇 ||Tems🕊️ ||BNXN 🚭

 back up page @callmeeddiiee__",Better Days,1710,1812,34144,674,"Peter Obi has mentioned sports 🔥

We need to invest small money in sports to pull people out of poverty."
99,99,daclemx,"The ""Neck Presser"" Is Back!!!! Youths, Vote Wisely 2023. Vote Peter Obi for President. If you make wrong choice, Dollar will be #2K/$1. Abi suffer neva tire U?",Earth,854,554,9114,0,"Abeg, show me which one BUHARI achieved....NOTHING...Manifesto na beautiful nonsense. 

#Vote HE Peter Obi Obaseki Horny of Ife Olosho Abati Rufai Bola Tinubu Seyi Tinubu Atiku Northerners Arewa Muslim Muslim President Buhari Flood INEC PVCs Edo State Oba of Benin https://t.co/c4rAEvDx4s"
100,100,saintiano007,"Associate Software Engineer (Mobile & WebApp) | Product Designer | DevOps (AWS, Azure, GCP) 
@WellBeyondWater | @Beezy | @Foodhost
#Community Builder","Lekki, Nigeria",594,456,12900,2334,"Peter Obi know the size of River Niger, River Benue and River Nile.

He was fact checked right on TV by Rufai, and he was correct.
Does your President Buhari know these things?

Who else is seeing a President who is ready?"
101,101,IgboanugoOkech1,,"Lagos, Nigeria",1468,32,1450,59,"This is for Peter Obi's Interview on Arise Tv.
https://t.co/sbQ8HclV24"
102,102,Dion_scar,I'm Igbo before anything else || Visual Artist || Aspiring polyglot || MWSU Alum || Feminist || #BlackLivesMatter || 🔴⚫🟢 || Go and verify,👁️,379,429,46488,92,"PETER GREGORY OBI IS THE NEXT PRESIDENT OF NIGERIA

💪💪💪"
103,103,KdExperience2,Platform for personal growth and development,,5004,378,5206,516,"Rishi Sunak is 42 years old and his occupation is the “UK prime minister” 

Reno Omokri is 48 years old and his occupation is “Table Shaker and Attacker of Peter Obi.”"
104,104,BrainyTerna,Ask GOOGLE... #RumorHasIt that they know EVERYTHING... Except how I feel about YOU :D,Abuja,736,580,22292,1348,"This was the day Brekete Host shed tears on his live show after reading a text from a life touched by Peter Obi, when he was Governor. 

Arise TV • Kano • Nnamdi Kanu • Kenneth Okonkwo • Rufai • APC and PDP • Ooni of Ife https://t.co/JfYnOaZogE"
105,105,__eante,Doctor. Cardiothoracic Surgery Fanboy. Perfectionist. Non Conformist. Feminist. “An ideology knows no gender”. @LFC ❤️,"Lagos, Nigeria",2451,3729,129338,1348,"This was the day Brekete Host shed tears on his live show after reading a text from a life touched by Peter Obi, when he was Governor. 

Arise TV • Kano • Nnamdi Kanu • Kenneth Okonkwo • Rufai • APC and PDP • Ooni of Ife https://t.co/JfYnOaZogE"
106,106,amarannzekwe,"Lawyer. Social Justice Enthusiast. Believer of Jesus Christ. LLM Candidate in International Law(Conflict, Security & Human Rights) Volunteer, British Red Cross","England, United Kingdom",2086,1111,20219,139,Where are Agbado and Mikano boys this evening? They disappeared after Peter Obi’s interview on Arise TV. I guess they are fact checking Peter Obi for their propaganda. Peter Obi no be una mate. Make una rest. #PeterObi4President2023
107,107,MichelleOkoye1,"Goshen-based Investment Banking Professional.

We are taking back our country.",Nigeria,1516,924,15945,540,Dumb people have been criticizing Peter Obi for not revealing details of how he will curb insecurity in Nigeria. They are so dumb and blinded by primordial sentiments to know that revealed security details is no longer a security strategy. You don’t let your enemies know how you
108,108,MaziBelieve,Architect|Member Umu nna| I laugh too much | Peter Obi Stan,Unknown,1117,429,15760,1860,"On my watch those who steal government money will meet what they didn't bargain for.

-Peter Obi on Arise TV."
109,109,Holyfireg,Trader. Lover of Good Govce. New Nigeria is POssible. #NaijaWeCan #OBIdient #Obidatti2023 #CryptoEnthusiast. A Blockchain believer! Obsessed with #ICP @dfinity,,793,296,1715,1043,"My President Mr. Peter Obi Reading out his Manifesto with the ultimate assurance.
Please kindly retweet.

Arise TV Kenneth Okonkwo Nnamdi Kanu Kano Obidients Jando WAEC Obaseki Rufai APC and PDP https://t.co/UGdKnJNQyp"
110,110,AzubuikeOkom,Full-stack dev | Cloud DevOps Engineer  | Network Engineer,Nigeria,568,281,4520,1,"Rufai: what will you guarantee Nigerians immediately you get into office.

Peter Obi: I can guarantee that stealing of Government funds will stop from day one. 

APC and PDP Criminal Politicians, their children, associates, dependents and online thugs. https://t.co/RfSvSNe78h"
111,111,raphaelchiemez1,Assistant Raphael 2,"Onitsha, Nigeria",204,274,5342,205,"Under my leadership any service chief that is not performing will be sacked!! The lives of Nigerians are too important to play politics with security - Mr. Peter Obi 

NYSC • Go and Verify • Congratulations Doyin • Kenneth Okonkwo • Abati Seyi Tinubu • Kano https://t.co/vqgAJUEEjk"
112,112,leirbagayn,"| Lover Of Nature, Art & Design | MusicJunkie | #ICTExpert | Good Governance Advocate | #RealEstate | Parler @leirbagayn | #Arsenal",,2549,2558,46269,636,"This is one of the hottest interrogations for Peter Obi.

I put it to you if Bola Tinubu make himself available for Rufai and Abati on Arise TV, that day will be the end of his presidential ambitions 

😂😂😂😂😂😂😂"
113,113,SweeetDaddyK,And yet here we stand. Self-appointed to solve non-spiritual problems| Tweets to capture frame of mind at the time| UFC enthusiast | Owns 4 Chelsea FC Jerseys.,"Kano, Nigeria",599,563,13082,2,"The #youths should take back their country
#Trending #PeterObiForPresident2023
#PeterObi4President
#Labour

Sabinus Arise TV Kano Bashir
Olosho Ronaldo Jandor Rufai
Kenneth Okonkwo Peter Obi Orton
Keke Ooni of Ife Ashawo Seyi Tinubu Go and Verify Rishi Sunka Olosho Reuben Rivers https://t.co/Wgy2ziT2Sd"
114,114,MichelleOkoye1,"Goshen-based Investment Banking Professional.

We are taking back our country.",Nigeria,1516,924,15945,1043,"My President Mr. Peter Obi Reading out his Manifesto with the ultimate assurance.
Please kindly retweet.

Arise TV Kenneth Okonkwo Nnamdi Kanu Kano Obidients Jando WAEC Obaseki Rufai APC and PDP https://t.co/UGdKnJNQyp"
115,115,BetterNigerian,Child of GOD,Northpole,460,403,22679,494,"While you are campaigning for Peter Obi please do well to get a business plan and register your business if you are an entrepreneur before the general elections

Once we win elections, investors will flood our market!

Our FDI will skyrocket

Don't say I didn't tell you on time!"
116,116,_manlikenifemi,Content creator • Cruise ambassador • Software engineer • oluwanifemi.rash@gmail.com,"Lagos, Nigeria",107,152,3389,1894,"This brought tears to my eyes. I think Peter Obi’s decision about this issue goes a long way to show the kind of heart he has. 

#PeterObi4President2023 Kenneth Okonkwo #AbujaTwitterCommunity Arise TV #davido Yansh #Cheating Crocs Tank Nengi https://t.co/i5c5dgzO9s"
117,117,oku_Umoh_Arc,"3d model, building, landscape, interior- designer. animations /rendering and construction expert,","Akwa Ibom, Nigeria",382,96,712,478,"They have been trying to find out how Peter Obi will tackle security in Nigeria, well he won’t give out that info, he’s a very smart man, he knows what he will do when he get there… If Peter Obi speaks, the earth will crumble."
118,118,emmagodstime,"Blessed Beyond Believe(BBB) ●Don't understand something about me, ask but not assume●Be contented with what u have●Help the needy when u can●Always Praise God!",United State of Wakanda😎💂,518,233,34593,540,Dumb people have been criticizing Peter Obi for not revealing details of how he will curb insecurity in Nigeria. They are so dumb and blinded by primordial sentiments to know that revealed security details is no longer a security strategy. You don’t let your enemies know how you
119,119,HEAVENSOZAVESHE,Manager @gatoyelectric,,95,51,3221,645,"Guys if you really want to know what is going on in Nigeria today, watch this video attentively. In the video they said ""what should be one of the richest,is the poorest"". Reason they make sure peter obi doesn't get there.

Be wise.

Rufai range rover abati Kenneth okonkwo NYSC https://t.co/SosksqOeMx"
120,120,BrainyTerna,Ask GOOGLE... #RumorHasIt that they know EVERYTHING... Except how I feel about YOU :D,Abuja,736,580,22292,718,"Peter Obi: I will be available for any debate 

Reuben: We hope that the candidates of other parties will make themselves available for interrogation the way Mr. Peter Obi has continually made himself available for interrogations here at ARISETv.

👏👏👏"
121,121,leirbagayn,"| Lover Of Nature, Art & Design | MusicJunkie | #ICTExpert | Good Governance Advocate | #RealEstate | Parler @leirbagayn | #Arsenal",,2549,2558,46269,1793,"“Because of Peter Obi’s words, actions, and what he did in Anambra State as a Governor, I shall be out there campaigning for him, and convincing other Nigerians that we have a better candidate in Peter Obi”

—Col. Hassan Stan-Labo (Rtd) https://t.co/7fJgdZCrtJ"
122,122,richy20201,I love being social,"Jilin, People's Republic of Ch",3076,3928,21145,1870,"I am committed to winning more BAT supporters to Peter Obi candidacy after listening to PO on Arise TV this morning. I am tired of defending failures and translating speeches. 
So help me Lord."
123,123,AnayochukwuTony,"An industrialist, a real estate developer, a progressive leader.
My Dad said to me, If U don't have anything reasonable to say about someone, better keep quiet.","Onitsha, Nigeria",53,9,444,16,"I have come out for the millions of women who are afraid of tomorrow and what it holds for them and their children! I have come out for the poor who are asking whether it’s a sin to be a Nigerian! For them, I have come!
 *- Peter Obi*"
